ReviewStar,Price,Product_enc,Total_Score,Overall_Result_enc
4.0,1399.0,9,0.8702,1
4.0,1399.0,9,0.985,1
4.0,1399.0,9,0.1603,1
1.0,1399.0,9,0.34,1
5.0,1399.0,9,0.7891,1
2.0,1399.0,9,-0.0997,0
5.0,1399.0,9,0.9802,1
3.0,1399.0,9,0.9738,1
5.0,1399.0,9,0.9911,1
4.0,1399.0,9,0.9766,1
2.0,1399.0,9,0.1045,1
1.0,1399.0,9,-0.5719,0
1.0,1399.0,9,0.1027,1
4.0,1399.0,9,0.951,1
1.0,1399.0,9,-0.8643,0
1.0,1399.0,9,-0.5197,0
5.0,1399.0,9,0.8225,1
4.0,1399.0,9,-0.6082,0
2.0,1399.0,9,-0.8169,0
3.0,1399.0,9,0.2475,1
2.0,1399.0,9,-0.724,0
3.0,1399.0,9,0.6369,1
4.0,1399.0,9,0.8409,1
4.0,1399.0,9,0.6958,1
2.0,1399.0,9,0.6295,1
4.0,1399.0,9,0.9464,1
1.0,1399.0,9,-0.1326,0
4.0,1399.0,9,0.3847,1
5.0,1399.0,9,0.9587,1
5.0,1399.0,9,0.8902,1
4.0,1399.0,9,0.9565,1
5.0,1399.0,9,0.8815,1
4.0,1399.0,9,0.6652,1
5.0,1399.0,9,0.6801,1
1.0,1399.0,9,-0.3612,0
3.0,1399.0,9,0.4963,1
1.0,1399.0,9,0.09,1
1.0,1399.0,9,-0.7875,0
1.0,1399.0,9,0.5851,1
5.0,1399.0,9,0.8042,1
5.0,1399.0,9,0.9895,1
2.0,1399.0,9,0.4748,1
2.0,1399.0,9,-0.6902,0
1.0,1399.0,9,0.2263,1
3.0,1399.0,9,0.882,1
4.0,1399.0,9,0.9787,1
4.0,1399.0,9,-0.0945,0
5.0,1399.0,9,0.7897,1
5.0,1399.0,9,0.9754,1
3.0,1399.0,9,0.8647,1
4.0,1399.0,9,0.6908,1
4.0,1399.0,9,-0.7663,0
5.0,1399.0,9,0.9711,1
5.0,1399.0,9,0.9888,1
3.0,1399.0,9,-0.5267,0
3.0,1399.0,9,0.6419,1
3.65661715805808,1399.0,9,0.9421,1
1.0,1399.0,9,0.3626,1
5.0,1399.0,9,0.98,1
3.0,1399.0,9,0.9754,1
4.0,1399.0,9,0.9524,1
4.0,1399.0,9,0.9932,1
2.0,1399.0,9,-0.809,0
4.0,1399.0,9,0.873,1
3.0,1399.0,9,0.705,1
4.0,1399.0,9,0.7713,1
5.0,1399.0,9,0.9294,1
5.0,1399.0,9,0.8815,1
4.0,1399.0,9,0.9203,1
4.0,1399.0,9,0.9459,1
4.0,1399.0,9,0.953,1
2.0,1399.0,9,-0.2862,0
5.0,1399.0,9,0.9627,1
3.65661715805808,1399.0,9,-0.87,0
4.0,1399.0,9,0.7974,1
4.0,1399.0,9,0.6369,1
2.0,1399.0,9,-0.7691,0
2.0,3384.739853336237,9,-0.8271,0
5.0,1399.0,9,0.885,1
3.0,1399.0,9,0.6522,1
5.0,1399.0,9,0.9788,1
3.65661715805808,1399.0,9,-0.745,0
5.0,1399.0,9,0.7655,1
3.0,1399.0,9,0.9834,1
3.0,1399.0,9,0.9648,1
1.0,1399.0,9,-0.7299,0
5.0,1399.0,9,0.9793,1
1.0,1399.0,9,0.0,1
5.0,1399.0,9,0.8775,1
3.0,1399.0,9,-0.8809,0
3.0,1399.0,9,0.9194,1
4.0,1399.0,9,0.9077,1
4.0,1399.0,9,0.9351,1
3.65661715805808,1399.0,9,0.2053,1
4.0,3384.739853336237,9,0.8874,1
1.0,1399.0,9,0.5657,1
3.0,1399.0,9,0.1882,1
3.65661715805808,1399.0,9,-0.1629,0
3.0,1399.0,9,0.8271,1
5.0,3384.739853336237,9,0.6705,1
5.0,1399.0,9,0.9213,1
1.0,1399.0,9,0.8168,1
4.0,1399.0,9,0.6542,1
3.0,3384.739853336237,9,0.7263,1
4.0,1399.0,9,0.9594,1
3.0,1399.0,9,-0.254,0
3.0,1399.0,9,-0.5586,0
5.0,1399.0,9,0.8658,1
4.0,1399.0,9,0.9019,1
4.0,1399.0,9,0.9823,1
4.0,1399.0,9,-0.3341,0
5.0,1399.0,9,0.8285,1
5.0,1399.0,9,-0.0108,0
5.0,1399.0,9,0.9321,1
2.0,1399.0,9,0.9046,1
1.0,1399.0,9,-0.9672,0
5.0,1399.0,9,0.6059,1
3.0,1399.0,9,0.3919,1
1.0,1399.0,9,-0.1436,0
3.0,1399.0,9,-0.8956,0
3.65661715805808,1399.0,9,0.9622,1
5.0,1399.0,9,0.9931,1
3.0,3384.739853336237,9,-0.5471,0
5.0,1399.0,9,0.8955,1
4.0,1399.0,9,0.886,1
4.0,1399.0,9,0.802,1
3.0,1399.0,9,0.9902,1
1.0,1399.0,9,-0.1181,0
2.0,1399.0,9,0.8259,1
3.0,1399.0,9,0.6808,1
5.0,1399.0,9,0.9674,1
3.0,1399.0,9,0.8368,1
4.0,1399.0,9,0.9933,1
5.0,1399.0,9,0.9804,1
3.0,1399.0,9,0.8807,1
4.0,1399.0,9,0.1381,1
3.65661715805808,1399.0,9,-0.9623,0
4.0,1399.0,9,0.8302,1
3.65661715805808,1399.0,9,0.9334,1
5.0,1399.0,9,0.9789,1
2.0,1399.0,9,0.8126,1
5.0,1399.0,9,0.431,1
1.0,1399.0,9,-0.7122,0
4.0,1399.0,9,0.875,1
1.0,1399.0,9,-0.8934,0
4.0,1399.0,9,0.9413,1
5.0,1399.0,9,0.9769,1
4.0,1399.0,9,0.9678,1
5.0,1399.0,9,0.9813,1
5.0,1399.0,9,0.9413,1
1.0,1399.0,9,-0.4939,0
5.0,1399.0,9,0.9812,1
3.0,1399.0,9,-0.9268,0
1.0,1399.0,9,0.9022,1
4.0,1399.0,9,0.9826,1
1.0,1399.0,9,-0.4404,0
5.0,1399.0,9,0.9741,1
3.65661715805808,1399.0,9,-0.7574,0
3.0,1399.0,9,0.807,1
1.0,1399.0,9,-0.6633,0
3.0,1399.0,9,0.4094,1
2.0,1399.0,9,-0.4261,0
2.0,1399.0,9,0.9565,1
4.0,1399.0,9,0.7494,1
4.0,1399.0,9,0.8765,1
5.0,3384.739853336237,9,0.9747,1
2.0,1399.0,9,0.5251,1
3.0,1399.0,9,0.3873,1
1.0,1399.0,9,-0.8583,0
2.0,1399.0,9,-0.4585,0
4.0,1399.0,9,0.6239,1
4.0,1399.0,9,0.8348,1
5.0,1399.0,9,0.9826,1
2.0,1399.0,9,0.4404,1
1.0,1399.0,9,0.8484,1
2.0,1399.0,9,-0.7543,0
5.0,1399.0,9,0.9467,1
5.0,1399.0,9,0.9679,1
5.0,1399.0,9,0.7591,1
3.0,1399.0,9,0.9089,1
4.0,1399.0,9,0.8811,1
2.0,1399.0,9,-0.6987,0
5.0,1399.0,9,0.8399,1
1.0,1399.0,9,-0.5256,0
3.0,1399.0,9,0.9722,1
4.0,1399.0,9,0.847,1
3.0,1399.0,9,-0.2023,0
5.0,1399.0,9,0.9394,1
4.0,1399.0,9,0.4523,1
1.0,1399.0,9,-0.8455,0
4.0,1399.0,9,0.5866,1
1.0,1399.0,9,0.4019,1
3.0,1399.0,9,-0.2252,0
3.0,1399.0,9,0.7656,1
5.0,1399.0,9,0.7566,1
4.0,1399.0,9,0.8599,1
4.0,1399.0,9,0.5919,1
4.0,1399.0,9,0.966,1
1.0,1399.0,9,0.5106,1
4.0,1399.0,9,0.765,1
1.0,1399.0,9,-0.3553,0
4.0,1399.0,9,0.3956,1
5.0,1399.0,9,0.9853,1
5.0,1399.0,9,-0.7104,0
1.0,1399.0,9,0.1599,1
4.0,1399.0,9,-0.765,0
1.0,1399.0,9,-0.3042,0
5.0,1399.0,9,0.1258,1
1.0,1399.0,9,-0.6065,0
5.0,1399.0,9,0.6478,1
4.0,1399.0,9,0.8268,1
1.0,1399.0,9,0.7182,1
1.0,1399.0,9,-0.5083,0
5.0,1399.0,9,0.7003,1
3.0,1399.0,9,0.6617,1
1.0,1399.0,9,-0.3384,0
5.0,1399.0,9,0.9555,1
3.0,1399.0,9,0.5452,1
2.0,1399.0,9,0.4252,1
5.0,1399.0,9,0.9487,1
2.0,1399.0,9,0.8017,1
3.0,1399.0,9,0.4497,1
2.0,1399.0,9,-0.5023,0
1.0,1399.0,9,-0.6139,0
3.0,1399.0,9,0.7311,1
2.0,1399.0,9,-0.1779,0
4.0,1399.0,9,0.7003,1
1.0,1399.0,9,0.7814,1
5.0,1399.0,9,0.7689,1
1.0,1399.0,9,-0.7713,0
1.0,1399.0,9,-0.3578,0
2.0,1399.0,9,0.6524,1
4.0,1399.0,9,-0.2781,0
1.0,1399.0,9,-0.1655,0
3.0,1399.0,9,0.9688,1
4.0,1399.0,9,0.936,1
5.0,1399.0,9,0.5499,1
4.0,1399.0,9,0.7436,1
3.0,1399.0,9,-0.2023,0
3.0,1399.0,9,-0.5439,0
5.0,1399.0,9,0.9482,1
1.0,1399.0,9,-0.2023,0
3.0,1399.0,9,0.7056,1
2.0,1399.0,9,0.8945,1
1.0,1399.0,9,0.7281,1
4.0,1399.0,9,0.4854,1
5.0,1399.0,9,-0.4588,0
4.0,1399.0,9,0.7579,1
3.0,1399.0,9,0.7411,1
1.0,1399.0,9,-0.8481,0
5.0,1399.0,9,0.5396,1
1.0,1399.0,9,-0.8958,0
4.0,1399.0,9,0.9531,1
4.0,1399.0,9,0.926,1
5.0,1399.0,9,0.9682,1
1.0,1399.0,9,0.3847,1
5.0,1399.0,9,-0.6836,0
4.0,1399.0,9,0.5106,1
4.0,1399.0,9,0.9645,1
4.0,1399.0,9,0.5499,1
5.0,1399.0,9,0.6908,1
2.0,1399.0,9,-0.0201,0
2.0,1399.0,9,0.7717,1
4.0,1399.0,9,0.8596,1
3.0,1399.0,9,-0.296,0
2.0,1399.0,9,-0.873,0
5.0,1399.0,9,0.5687,1
4.0,1399.0,9,0.8055,1
3.0,1399.0,9,-0.8838,0
3.0,1399.0,9,-0.1689,0
3.0,1399.0,9,0.7702,1
5.0,1399.0,9,0.9852,1
2.0,1399.0,9,-0.9219,0
4.0,1399.0,9,-0.0975,0
4.0,1399.0,9,0.9018,1
1.0,1399.0,9,-0.7506,0
1.0,1399.0,9,-0.7311,0
5.0,1399.0,9,-0.4215,0
3.65661715805808,1399.0,9,0.6124,1
3.65661715805808,1399.0,9,-0.749,0
5.0,1399.0,9,0.9524,1
4.0,1399.0,9,-0.5789,0
5.0,1399.0,9,0.9183,1
5.0,1399.0,9,0.9001,1
1.0,1399.0,9,0.0772,1
5.0,1399.0,9,0.9656,1
2.0,1399.0,9,-0.6593,0
5.0,1399.0,9,0.9444,1
2.0,1399.0,9,-0.9486,0
3.0,1399.0,9,0.9211,1
1.0,1399.0,9,-0.6705,0
1.0,1399.0,9,-0.3071,0
4.0,1399.0,9,-0.631,0
2.0,1399.0,9,-0.4675,0
1.0,1399.0,9,-0.6256,0
1.0,1399.0,9,0.0,1
5.0,1399.0,9,0.8979,1
1.0,1399.0,9,-0.2507,0
1.0,1399.0,9,-0.7574,0
4.0,1399.0,9,0.8116,1
1.0,1399.0,9,-0.745,0
3.0,1399.0,9,0.9136,1
5.0,1399.0,9,0.6597,1
2.0,1399.0,9,0.0,1
5.0,1399.0,9,0.669,1
1.0,1399.0,9,-0.4507,0
4.0,1399.0,9,0.749,1
1.0,1399.0,9,-0.2023,0
1.0,1399.0,9,0.8697,1
5.0,1399.0,9,0.9234,1
3.0,1399.0,9,0.711,1
1.0,1399.0,9,0.5994,1
5.0,1399.0,9,-0.6831,0
3.65661715805808,1399.0,9,0.9816,1
4.0,1399.0,9,0.4019,1
3.0,1399.0,9,-0.5097,0
5.0,1399.0,9,0.4939,1
4.0,1399.0,9,0.9117,1
3.0,1399.0,9,0.1531,1
5.0,1399.0,9,0.9325,1
4.0,1399.0,9,-0.8745,0
2.0,1399.0,9,-0.9329,0
4.0,1399.0,9,0.8892,1
1.0,1399.0,9,-0.4352,0
1.0,1399.0,9,-0.7346,0
5.0,1399.0,9,0.9477,1
4.0,1399.0,9,0.7845,1
4.0,1399.0,9,0.8016,1
3.0,1399.0,9,-0.8755,0
2.0,1399.0,9,0.8472,1
1.0,3384.739853336237,9,-0.2263,0
1.0,1399.0,9,-0.9194,0
3.0,1399.0,9,0.3804,1
3.0,1399.0,9,-0.6992,0
5.0,1399.0,9,0.9825,1
2.0,1399.0,9,-0.1779,0
4.0,1399.0,9,0.8399,1
4.0,1399.0,9,0.8316,1
3.0,1399.0,9,-0.4336,0
4.0,1399.0,9,0.8718,1
4.0,1399.0,9,0.979,1
2.0,1399.0,9,-0.9458,0
5.0,1399.0,9,0.5859,1
1.0,1399.0,9,0.4678,1
5.0,1399.0,9,0.8479,1
4.0,1399.0,9,-0.7173,0
3.0,1399.0,9,0.2023,1
2.0,1399.0,9,-0.4003,0
4.0,1399.0,9,0.9768,1
1.0,1399.0,9,0.0,1
5.0,1399.0,9,0.883,1
3.0,1399.0,9,0.4767,1
4.0,1399.0,9,0.5267,1
3.0,1399.0,9,-0.5639,0
3.0,1399.0,9,0.7992,1
1.0,1399.0,9,-0.2991,0
3.65661715805808,1399.0,9,0.8871,1
4.0,1399.0,9,0.9423,1
2.0,1399.0,9,0.4497,1
1.0,1399.0,9,-0.7063,0
1.0,1399.0,9,-0.5106,0
4.0,1399.0,9,-0.5367,0
1.0,1399.0,9,0.0,1
5.0,1399.0,9,-0.2365,0
3.0,1399.0,9,-0.6997,0
4.0,1399.0,9,0.9341,1
3.0,1399.0,9,-0.3211,0
3.0,1399.0,9,-0.7163,0
2.0,1399.0,9,-0.1444,0
1.0,1399.0,9,-0.024,0
5.0,1399.0,9,0.9572,1
2.0,1399.0,9,0.765,1
5.0,1399.0,9,0.8399,1
4.0,1399.0,9,0.9413,1
5.0,1399.0,9,0.7506,1
4.0,1399.0,9,-0.1316,0
3.0,1399.0,9,-0.6154,0
2.0,1399.0,9,0.283,1
5.0,1399.0,9,0.7645,1
3.0,1399.0,9,0.9849,1
4.0,1399.0,9,0.435,1
2.0,1399.0,9,-0.1496,0
5.0,1399.0,9,0.9732,1
4.0,1399.0,9,0.2264,1
4.0,1399.0,9,0.4588,1
3.0,1399.0,9,0.5499,1
5.0,1399.0,9,-0.2881,0
5.0,1399.0,9,0.9719,1
2.0,1399.0,9,-0.5965,0
4.0,1399.0,9,0.9559,1
4.0,1399.0,9,0.915,1
4.0,1399.0,9,0.8291,1
3.0,1399.0,9,-0.3919,0
4.0,1399.0,9,0.8873,1
2.0,1399.0,9,-0.6249,0
3.0,1399.0,9,0.8335,1
1.0,1399.0,9,0.7927,1
4.0,1399.0,9,-0.9234,0
3.0,1399.0,9,0.1004,1
5.0,1399.0,9,0.9758,1
3.0,1399.0,9,0.2247,1
4.0,1399.0,9,0.4767,1
3.0,1399.0,9,-0.25,0
4.0,1399.0,9,0.9354,1
1.0,1399.0,9,-0.9128,0
4.0,1399.0,9,0.6908,1
3.0,1399.0,9,-0.3412,0
1.0,1399.0,9,0.2263,1
5.0,1399.0,9,0.9773,1
2.0,1399.0,9,-0.34,0
5.0,1399.0,9,0.7264,1
1.0,1399.0,9,0.4796,1
3.0,1399.0,9,-0.8552,0
4.0,3384.739853336237,9,0.9524,1
5.0,1399.0,9,0.0101,1
4.0,1399.0,9,0.4588,1
5.0,1399.0,9,0.8262,1
5.0,3384.739853336237,9,0.8903,1
5.0,1399.0,9,0.9174,1
4.0,1399.0,9,0.5994,1
3.0,1399.0,9,-0.8017,0
2.0,1399.0,9,-0.9571,0
2.0,1399.0,9,-0.9001,0
1.0,1399.0,9,0.5411,1
5.0,1399.0,9,0.891,1
4.0,1399.0,9,0.2023,1
3.0,1399.0,9,0.5068,1
4.0,1399.0,9,0.5907,1
1.0,1399.0,9,-0.1987,0
1.0,1399.0,9,0.5448,1
1.0,1399.0,9,-0.2023,0
4.0,1399.0,9,0.0,1
4.0,1399.0,9,0.875,1
4.0,1399.0,9,0.922,1
5.0,1399.0,9,0.9701,1
5.0,1399.0,9,0.8537,1
5.0,1399.0,9,0.75,1
3.0,1399.0,9,-0.569,0
5.0,1399.0,9,0.7258,1
3.65661715805808,1399.0,9,0.7437,1
4.0,1399.0,9,0.2732,1
1.0,1399.0,9,-0.9102,0
4.0,1399.0,9,0.9124,1
2.0,1399.0,9,-0.8317,0
5.0,1399.0,9,-0.6122,0
2.0,1399.0,9,-0.0621,0
1.0,1399.0,9,-0.228,0
4.0,1399.0,9,0.5499,1
3.0,1399.0,9,0.1899,1
4.0,1399.0,9,0.8971,1
3.0,1399.0,9,0.8123,1
1.0,1399.0,9,-0.8085,0
3.65661715805808,1399.0,9,0.8779,1
1.0,1399.0,9,-0.743,0
3.0,1399.0,9,-0.2263,0
1.0,1399.0,9,-0.7964,0
5.0,1399.0,9,0.9862,1
2.0,1399.0,9,-0.3658,0
4.0,1399.0,9,0.9148,1
4.0,1399.0,9,0.952,1
4.0,1399.0,9,0.6369,1
3.0,1399.0,9,0.7906,1
5.0,1399.0,9,0.7153,1
3.65661715805808,1399.0,9,0.3834,1
1.0,1399.0,9,0.6711,1
1.0,1399.0,9,-0.668,0
1.0,1399.0,9,0.6369,1
4.0,1399.0,9,0.9153,1
4.0,1399.0,9,0.4404,1
5.0,1399.0,9,0.8271,1
4.0,1399.0,9,0.9287,1
2.0,1399.0,9,-0.1779,0
5.0,1399.0,9,-0.8346,0
4.0,1399.0,9,0.9676,1
3.0,1399.0,9,0.8608,1
5.0,1399.0,9,0.9732,1
4.0,1399.0,9,-0.8743,0
3.0,1399.0,9,0.4019,1
5.0,1399.0,9,-0.7071,0
4.0,1399.0,9,0.4404,1
3.0,1399.0,9,0.0,1
3.0,1399.0,9,0.4833,1
3.0,1399.0,9,-0.4585,0
5.0,1399.0,9,0.8316,1
3.0,1399.0,9,0.7296,1
3.65661715805808,1399.0,9,0.7906,1
4.0,1399.0,9,0.7391,1
1.0,1399.0,9,0.1516,1
1.0,1399.0,9,0.1025,1
3.0,1399.0,9,0.6705,1
1.0,1399.0,9,-0.4215,0
1.0,1399.0,9,-0.6059,0
4.0,1399.0,9,0.5719,1
4.0,1399.0,9,0.34,1
3.0,1399.0,9,0.7269,1
1.0,1399.0,9,-0.296,0
1.0,1399.0,9,-0.486,0
3.65661715805808,1399.0,9,-0.9563,0
4.0,1399.0,9,-0.6862,0
1.0,1399.0,9,-0.8622,0
3.65661715805808,1399.0,9,0.8979,1
4.0,1399.0,9,0.4019,1
5.0,1399.0,9,0.8898,1
3.0,1399.0,9,0.9485,1
3.0,1399.0,9,0.1796,1
1.0,1399.0,9,-0.9476,0
3.0,1399.0,9,0.2023,1
5.0,1399.0,9,0.9282,1
5.0,1399.0,9,0.9625,1
1.0,1399.0,9,-0.8905,0
5.0,1399.0,9,0.7496,1
4.0,1399.0,9,0.465,1
5.0,3384.739853336237,9,0.8353,1
1.0,1399.0,9,0.8933,1
3.65661715805808,1399.0,9,-0.7488,0
3.0,1399.0,9,-0.8016,0
2.0,1399.0,9,-0.881,0
4.0,1399.0,9,0.8834,1
2.0,1399.0,9,-0.0772,0
1.0,1399.0,9,-0.5647,0
1.0,1399.0,9,-0.8437,0
3.0,1399.0,9,0.8689,1
1.0,1399.0,9,-0.8146,0
1.0,1399.0,9,-0.7994,0
1.0,1399.0,9,-0.6377,0
2.0,1399.0,9,0.5106,1
4.0,1399.0,9,0.8929,1
2.0,1399.0,9,-0.4938,0
5.0,1399.0,9,0.6486,1
1.0,1399.0,9,0.27,1
4.0,1399.0,9,-0.5994,0
5.0,1399.0,9,0.6597,1
5.0,1399.0,9,0.7003,1
3.0,1399.0,9,-0.4168,0
5.0,1399.0,9,0.8207,1
2.0,1399.0,9,0.119,1
1.0,1399.0,9,-0.7149,0
2.0,1399.0,9,0.1796,1
2.0,1399.0,9,0.5106,1
4.0,1399.0,9,0.9193,1
4.0,1399.0,9,0.8271,1
4.0,1399.0,9,0.9513,1
2.0,1399.0,9,-0.7511,0
1.0,1399.0,9,-0.2484,0
3.0,1399.0,9,0.6697,1
4.0,1399.0,9,0.9565,1
3.0,1399.0,9,0.32,1
3.0,1399.0,9,0.7539,1
5.0,1399.0,9,0.6187,1
5.0,1399.0,9,0.8807,1
5.0,1399.0,9,0.8689,1
1.0,1399.0,9,-0.5863,0
5.0,1399.0,9,0.9552,1
5.0,1399.0,9,0.8834,1
4.0,1399.0,9,0.9109,1
5.0,1399.0,9,0.9637,1
4.0,1399.0,9,0.9296,1
4.0,1399.0,9,0.6059,1
2.0,3384.739853336237,9,0.8555,1
1.0,1399.0,9,-0.7734,0
5.0,1399.0,9,0.9531,1
4.0,1399.0,9,0.296,1
5.0,1399.0,9,0.9201,1
3.0,1399.0,9,0.6908,1
5.0,1399.0,9,0.8119,1
1.0,1399.0,9,-0.4563,0
1.0,1399.0,9,0.3578,1
4.0,1399.0,9,0.8807,1
5.0,1399.0,9,-0.7339,0
5.0,1399.0,9,0.4563,1
3.0,1399.0,9,0.8338,1
5.0,1399.0,9,0.9475,1
5.0,1399.0,9,-0.5523,0
5.0,1399.0,9,0.7629,1
5.0,1399.0,9,0.7708,1
4.0,1399.0,9,0.4019,1
4.0,1399.0,9,0.6908,1
4.0,1399.0,9,0.5106,1
1.0,1399.0,9,-0.913,0
5.0,1399.0,9,0.9678,1
5.0,1399.0,9,0.7003,1
3.0,1399.0,9,-0.4118,0
5.0,1399.0,9,0.8597,1
4.0,1399.0,9,0.8949,1
2.0,1399.0,9,-0.7389,0
4.0,1399.0,9,0.886,1
5.0,1399.0,9,0.953,1
1.0,1399.0,9,-0.5256,0
3.0,1399.0,9,0.6436,1
5.0,1399.0,9,0.5842,1
4.0,1399.0,9,0.7023,1
1.0,1399.0,9,0.5303,1
4.0,1399.0,9,-0.1761,0
1.0,1399.0,9,0.859,1
5.0,1399.0,9,0.7814,1
5.0,1399.0,9,-0.34,0
1.0,1399.0,9,-0.9008,0
1.0,1399.0,9,-0.5463,0
4.0,1399.0,9,0.4019,1
1.0,1399.0,9,0.0,1
2.0,1399.0,9,0.6724,1
4.0,1399.0,9,0.836,1
5.0,1399.0,9,0.9365,1
1.0,1399.0,9,0.9116,1
1.0,3384.739853336237,9,-0.379,0
5.0,1399.0,9,0.4927,1
5.0,1399.0,9,0.9561,1
4.0,1399.0,9,0.6705,1
3.0,1399.0,9,0.1681,1
4.0,1399.0,9,0.7003,1
5.0,1399.0,9,0.2129,1
4.0,1399.0,9,0.3384,1
4.0,1399.0,9,-0.422,0
4.0,1399.0,9,0.5709,1
5.0,1399.0,9,0.8173,1
2.0,1399.0,9,0.0,1
4.0,1399.0,9,0.2732,1
4.0,1399.0,9,0.8999,1
4.0,1399.0,9,-0.2144,0
3.65661715805808,1399.0,9,0.1945,1
5.0,1399.0,9,0.8155,1
3.0,1399.0,9,-0.2235,0
4.0,1399.0,9,0.7003,1
5.0,1399.0,9,0.9213,1
4.0,1399.0,9,0.8904,1
5.0,1399.0,9,0.9571,1
4.0,1399.0,9,0.2073,1
2.0,1399.0,9,-0.8014,0
5.0,1399.0,9,0.8591,1
1.0,1399.0,9,-0.8001,0
4.0,1399.0,9,0.1406,1
5.0,1399.0,9,0.5859,1
3.0,1399.0,9,-0.8378,0
2.0,1399.0,9,0.9109,1
3.0,1399.0,9,0.7783,1
1.0,1399.0,9,-0.7841,0
1.0,1399.0,9,-0.928,0
2.0,1399.0,9,-0.7419,0
4.0,1399.0,9,0.3716,1
4.0,1399.0,9,-0.6033,0
1.0,1399.0,9,-0.5875,0
1.0,1399.0,9,-0.1901,0
5.0,1399.0,9,0.8925,1
1.0,1399.0,9,-0.9688,0
1.0,1399.0,9,-0.9687,0
5.0,1399.0,9,0.9259,1
5.0,1399.0,9,0.34,1
3.65661715805808,1399.0,9,0.8316,1
1.0,1399.0,9,-0.4019,0
5.0,1399.0,9,0.9146,1
1.0,1399.0,9,-0.3182,0
1.0,1399.0,9,0.6814,1
2.0,1399.0,9,-0.6057,0
4.0,1399.0,9,0.8625,1
1.0,1399.0,9,0.6755,1
5.0,1399.0,9,0.4939,1
5.0,1399.0,9,-0.153,0
1.0,1399.0,9,0.1531,1
5.0,1399.0,9,0.8074,1
3.0,1399.0,9,-0.2682,0
4.0,1399.0,9,-0.3818,0
4.0,3384.739853336237,9,0.4404,1
4.0,1399.0,9,0.4404,1
1.0,1399.0,9,0.2023,1
5.0,1399.0,9,0.6597,1
3.0,1399.0,9,0.9001,1
1.0,1399.0,9,-0.5583,0
4.0,1399.0,9,0.4404,1
3.0,1399.0,9,0.5688,1
3.0,1399.0,9,0.9336,1
1.0,1399.0,9,-0.296,0
5.0,1399.0,9,0.765,1
4.0,1399.0,9,-0.343,0
1.0,1399.0,9,-0.6395,0
4.0,1399.0,9,0.8047,1
2.0,1399.0,9,-0.3553,0
5.0,1399.0,9,0.955,1
4.0,1399.0,9,0.902,1
5.0,1399.0,9,0.7506,1
5.0,1399.0,9,0.8622,1
1.0,1399.0,9,-0.5106,0
3.0,1399.0,9,-0.4404,0
4.0,1399.0,9,0.1752,1
2.0,1399.0,9,-0.7739,0
1.0,1399.0,9,-0.4767,0
5.0,1399.0,9,-0.4019,0
2.0,1399.0,9,0.7184,1
1.0,1399.0,9,0.7003,1
3.0,1399.0,9,0.068,1
1.0,1399.0,9,0.3724,1
2.0,1399.0,9,-0.928,0
2.0,1399.0,9,-0.1808,0
2.0,1399.0,9,-0.8502,0
1.0,1399.0,9,-0.4779,0
